"URL","Image","Name","Brand","Capacity","Type","Star","Rating","Review","Price","Discount"
"www.flipkart.com/midea-6-kg-fully-automatic-front-load-in-built-heater-white/p/itmf4w6ktjacazpc?pid=WMNF4PB8AE59FRHT&lid=LSTWMNF4PB8AE59FRHTKRJEJF&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_5_114&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=2b9b7f91-78d9-45f1-afb1-efcfd061f5e8.WMNF4PB8AE59FRHT.SEARCH&ppt=None&ppn=None&ssid=ibp63eselc0000001639142952695","https://rukminim1.flixcart.com/image/312/312/jgzfv680/washing-machine-new/r/h/t/mwmfl060hef-midea-original-imaf4uqydvgfh4jh.jpeg?q=70","Midea 6 kg Fully Automatic Front Load with In-built Heater White","Midea","6","Fully Automatic Front Load","4.3","16,450","3,009","₹18,990","20%"
"www.flipkart.com/lg-8-kg-semi-automatic-top-load-white-maroon/p/itm7d3469e9bfbfc?pid=WMNFTW2TV7NFNUEV&lid=LSTWMNFTW2TV7NFNUEVQFNSZS&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_5_115&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=2b9b7f91-78d9-45f1-afb1-efcfd061f5e8.WMNFTW2TV7NFNUEV.SEARCH&ppt=None&ppn=None&ssid=ibp63eselc0000001639142952695","https://rukminim1.flixcart.com/image/312/312/kdga1zk0/washing-machine-new/u/e/v/p8030sraz-lg-original-imafucten5qjsypc.jpeg?q=70","LG 8 kg Semi Automatic Top Load White, Maroon","LG","8","Semi Automatic Top Load","4.5","620","46","₹14,190","12%"
"www.flipkart.com/samsung-6-kg-inverter-fully-automatic-front-load-in-built-heater-white/p/itmfggzguu2yfnns?pid=WMNFGGZGYVTGGH4G&lid=LSTWMNFGGZGYVTGGH4GJSTV5E&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_5_116&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=2b9b7f91-78d9-45f1-afb1-efcfd061f5e8.WMNFGGZGYVTGGH4G.SEARCH&ppt=None&ppn=None&ssid=ibp63eselc0000001639142952695","https://rukminim1.flixcart.com/image/312/312/ka5oia80/washing-machine-new/h/4/g/ww60r20glmw-tl-samsung-original-imafrs6zzh3mq8np.jpeg?q=70","SAMSUNG 6 kg Inverter Fully Automatic Front Load with In-built Heater White","SAMSUNG","6","Fully Automatic Front Load","4.4","95","9","₹24,990","17%"
"www.flipkart.com/bosch-6-5-kg-fully-automatic-top-load-white-grey/p/itmde0c65b1c654c?pid=WMNFZKEA8WMW3MB2&lid=LSTWMNFZKEA8WMW3MB2YY6ECM&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_5_117&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=2b9b7f91-78d9-45f1-afb1-efcfd061f5e8.WMNFZKEA8WMW3MB2.SEARCH&ppt=None&ppn=None&ssid=ibp63eselc0000001639142952695","https://rukminim1.flixcart.com/image/312/312/kmns7m80/washing-machine-new/r/t/w/6-5-woe654w1in-bosch-original-imagfgg36rpyzhxx.jpeg?q=70","BOSCH 6.5 kg Fully Automatic Top Load White, Grey","BOSCH","6.5","Fully Automatic Top Load","4.4","2,351","264","₹16,470","18%"
"www.flipkart.com/lg-6-5-kg-fully-automatic-front-load-in-built-heater-silver/p/itm3fb0b7a7ebca7?pid=WMNG6MX8FZDVQ7AX&lid=LSTWMNG6MX8FZDVQ7AX3AZM8O&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_5_118&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=2b9b7f91-78d9-45f1-afb1-efcfd061f5e8.WMNG6MX8FZDVQ7AX.SEARCH&ppt=None&ppn=None&ssid=ibp63eselc0000001639142952695","https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/washing-machine-new/w/h/k/6-5-45-5-fht1265anl-5-1000-60-30-lg-85-original-imag6mx7tqsnyz66.jpeg?q=70","LG 6.5 kg Fully Automatic Front Load with In-built Heater Silver","LG","6.5","Fully Automatic Front Load","3.4","5","0","₹28,490","26%"
"www.flipkart.com/godrej-8-kg-semi-automatic-top-load-white-pink/p/itm102142ec35ae3?pid=WMNGYGNYVBWJFRSM&lid=LSTWMNGYGNYVBWJFRSMOUWGPP&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_5_119&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=2b9b7f91-78d9-45f1-afb1-efcfd061f5e8.WMNGYGNYVBWJFRSM.SEARCH&ppt=None&ppn=None&ssid=ibp63eselc0000001639142952695","https://rukminim1.flixcart.com/image/312/312/kljrvrk0/washing-machine-new/y/c/p/8-wsedge-80-5-0-tn3-m-lvdr-godrej-original-imagynmgxhw6a8zb.jpeg?q=70","Godrej 8 kg Semi Automatic Top Load White, Pink","Godrej","8","Semi Automatic Top Load","4.6","41","1","₹13,990","18%"
"www.flipkart.com/lg-6-5-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itm2538cecb2d179?pid=WMNFTPBYY7M7WKKC&lid=LSTWMNFTPBYY7M7WKKCFAHCA6&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_5_120&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=2b9b7f91-78d9-45f1-afb1-efcfd061f5e8.WMNFTPBYY7M7WKKC.SEARCH&ppt=None&ppn=None&ssid=ibp63eselc0000001639142952695","https://rukminim1.flixcart.com/image/312/312/kebpqq80/washing-machine-new/k/k/c/fht1265znw-lg-original-imafvytc8ykvbart.jpeg?q=70","LG 6.5 kg 5 Star Fully Automatic Front Load with In-built Heater White","LG","6.5","Fully Automatic Front Load","4.5","2,295","279","₹26,990","25%"
"www.flipkart.com/lg-8-5-kg-semi-automatic-top-load-maroon/p/itm898a04220662b?pid=WMNG6HDHTCTJFUEG&lid=LSTWMNG6HDHTCTJFUEGHBE9J8&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_121&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNG6HDHTCTJFUEG.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/ktbu6q80/washing-machine-new/e/t/o/8-5-48-p8535srmz-5-0-0117-81-33-lg-98-original-imag6zyb5nzbvgr3.jpeg?q=70","LG 8.5 kg Semi Automatic Top Load Maroon","LG","8.5","Semi Automatic Top Load","4.3","112","7","₹15,990","17%"
"www.flipkart.com/haier-6-kg-fully-automatic-top-load-grey/p/itmbe0a682f42997?pid=WMNFNH59KZPNTGVF&lid=LSTWMNFNH59KZPNTGVFHOD6JW&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_122&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNFNH59KZPNTGVF.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/k6dxocw0/washing-machine-new/g/v/f/hwm60-1269db-haier-original-imafzv5jdwpucs9e.jpeg?q=70","Haier 6 kg Fully Automatic Top Load Grey","Haier","6","Fully Automatic Top Load","4.3","73","6","₹12,499","31%"
"www.flipkart.com/godrej-7-kg-fully-automatic-top-load-grey/p/itm80f203f009fab?pid=WMNFU2TCYEGVWZPT&lid=LSTWMNFU2TCYEGVWZPTJ2OZPH&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_123&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNFU2TCYEGVWZPT.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/kelptow0/washing-machine-new/z/p/t/wteon-700-ad-5-0-rogr-godrej-original-imafv8xgx5zehwbt.jpeg?q=70","Godrej 7 kg Fully Automatic Top Load Grey","Godrej","7","Fully Automatic Top Load","4.3","8,324","918","₹15,490","16%"
"www.flipkart.com/candes-6-5-kg-semi-automatic-top-load-red-white/p/itmdee5d39305445?pid=WMNG5FGYKDSCYSR7&lid=LSTWMNG5FGYKDSCYSR7JRKYBX&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_124&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=en_aLpmbPGRXMn9jLYnDWtfZ1C%2B9ekPjXkX7uUB%2Fzoed4skVD4wgBE1T3pj%2BFbV52ovxny3rZq4YgpVLPuwSQXnjg%3D%3D&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/ksdjma80/washing-machine-new/n/b/w/6-5-ctpl65plswm-candes-original-imag5ycacpawwvhn.jpeg?q=70","Candes 6.5 kg Semi Automatic Top Load Red, White","Candes","6.5","Semi Automatic Top Load","4.2","106","12","₹7,499","31%"
"www.flipkart.com/lg-8-5-kg-semi-automatic-top-load-white-maroon/p/itm898a04220662b?pid=WMNG6N28C6E2MBC7&lid=LSTWMNG6N28C6E2MBC77QHOUB&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_125&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNG6N28C6E2MBC7.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/washing-machine-new/a/w/3/8-5-48-p8535srmz-5-0-25-81-33-lg-98-original-imag6n27dvy8bh8f.jpeg?q=70","LG 8.5 kg Semi Automatic Top Load White, Maroon","LG","8.5","Semi Automatic Top Load","5","3","0","₹15,749","18%"
"www.flipkart.com/marq-flipkart-7-5-kg-fully-automatic-top-load-grey/p/itmc1e15340bba66?pid=WMNGYM5EYMYACUWX&lid=LSTWMNGYM5EYMYACUWXROIVNU&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_126&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNGYM5EYMYACUWX.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/krf91u80/washing-machine-new/u/v/v/7-5-mqfa75h5g-marq-by-flipkart-original-imag57xwhkytwch6.jpeg?q=70","MarQ By Flipkart 7.5 kg Fully Automatic Top Load Grey","MarQ","7.5","Fully Automatic Top Load","4","313","43","₹12,990","31%"
"www.flipkart.com/lg-8-kg-5-star-rating-jet-spray-fully-automatic-top-load-black/p/itmae14b818038ff?pid=WMNFJKR8H7GWYQTN&lid=LSTWMNFJKR8H7GWYQTNJ7HHTC&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_127&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNFJKR8H7GWYQTN.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/k0plpjk0/washing-machine-new/q/t/n/t80sjbk1z-lg-original-imafk9rj3m8vzrh7.jpeg?q=70","LG 8 kg 5 Star Rating Jet Spray Fully Automatic Top Load Black","LG","8","Fully Automatic Top Load","4.5","1,461","126","₹25,800","23%"
"www.flipkart.com/candes-9-kg-semi-automatic-top-load-blue-white/p/itm56e1a2bd16472?pid=WMNG5FGYGJFTCYGZ&lid=LSTWMNG5FGYGJFTCYGZ4TYC9H&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_128&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=en_aLpmbPGRXMn9jLYnDWtfZ1C%2B9ekPjXkX7uUB%2Fzoed4uHEJL695GVjz%2BEny9sH5Qkhq5hQtwgel4GU0fqpPHg9Q%3D%3D&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/ksdjma80/washing-machine-new/i/5/k/9-ctpl90gl2swm-candes-original-imag5yc9yz5u7seg.jpeg?q=70","Candes 9 kg Semi Automatic Top Load Blue, White","Candes","9","Semi Automatic Top Load","4","7","3","₹10,999","29%"
"www.flipkart.com/bosch-7-kg-inverter-touch-control-fully-automatic-front-load-in-built-heater-white/p/itm104e47fe7102f?pid=WMNFZBM8ADTHAFC6&lid=LSTWMNFZBM8ADTHAFC6K0HJP0&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_129&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNFZBM8ADTHAFC6.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/kkzrpu80/washing-machine-new/m/k/g/7-waj2416win-bosch-original-imagy7rzgf6tjzrh.jpeg?q=70","BOSCH 7 kg INVERTER TOUCH CONTROL Fully Automatic Front Load with In-built Heater White","BOSCH","7","Fully Automatic Front Load","4.5","8,726","1,217","₹29,990","22%"
"www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-silver/p/itmed873bcc6523e?pid=WMNFWCNCPMNHNWGA&lid=LSTWMNFWCNCPMNHNWGAMZKJJI&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_130&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNFWCNCPMNHNWGA.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/washing-machine-new/w/g/a/wa65a4002gs-samsung-original-imafwj2hcw9qgzjh.jpeg?q=70","SAMSUNG 6.5 kg Fully Automatic Top Load Silver","SAMSUNG","6.5","Fully Automatic Top Load","4.4","163","14","₹14,305","14%"
"www.flipkart.com/whirlpool-7-5-kg-5-star-supersoak-technology-semi-automatic-top-load-purple/p/itmf7p7cavdj5tye?pid=WMNETNHBYVK6BGZD&lid=LSTWMNETNHBYVK6BGZD8PUFRD&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_131&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNETNHBYVK6BGZD.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/j2hw58w0/washing-machine-new/g/z/d/ace-7-5-sup-soak-n-whirlpool-original-imaetu37qczamzsu.jpeg?q=70","Whirlpool 7.5 kg 5 Star, Supersoak Technology Semi Automatic Top Load Purple","Whirlpool","7.5","Semi Automatic Top Load","4.4","4,975","621","₹10,980","25%"
"www.flipkart.com/haier-7-kg-semi-automatic-top-load-multicolor/p/itmfg6tbyjvffjug?pid=WMNFG6TB7XJRSB2H&lid=LSTWMNFG6TB7XJRSB2HDA9KMN&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_132&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNFG6TB7XJRSB2H.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/jy90eq80/washing-machine-new/b/2/h/htw70-178-haier-original-imafgaaqms3zjpyr.jpeg?q=70","Haier 7 kg Semi Automatic Top Load Multicolor","Haier","7","Semi Automatic Top Load","4.5","57","4","₹10,878","16%"
"www.flipkart.com/lg-7-kg-semi-automatic-top-load-white-blue/p/itm51897952c7647?pid=WMNG7Y6KMVR9KQHM&lid=LSTWMNG7Y6KMVR9KQHMMVP9SO&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_133&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNG7Y6KMVR9KQHM.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/ktq4l8w0/washing-machine-new/c/e/7/7-48-p7010nbaz-5-0-25-81-33-lg-98-original-imag7y6kgzusffag.jpeg?q=70","LG 7 kg Semi Automatic Top Load White, Blue","LG","7","Semi Automatic Top Load","4.5","26","0","₹11,930","11%"
"www.flipkart.com/motorola-8-kg-garment-sterilization-fully-automatic-top-load-in-built-heater-grey/p/itmbd1a7719bc298?pid=WMNFT2YNQMPHRNSQ&lid=LSTWMNFT2YNQMPHRNSQPYNSDT&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_134&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNFT2YNQMPHRNSQ.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/kgl5ua80/washing-machine-new/n/s/q/80tlhcm5dg-motorola-original-imafwse6hqggmhcp.jpeg?q=70","MOTOROLA 8 kg Garment Sterilization Fully Automatic Top Load with In-built Heater Grey","MOTOROLA","8","Fully Automatic Top Load","4.2","3,253","496","₹17,490","35%"
"www.flipkart.com/ifb-6-5-kg-5-star-3d-wash-technology-gentle-wash-in-built-heater-fully-automatic-front-load-silver/p/itmfgu8vzfqebhvf?pid=WMNFGU8VPXNRCU6H&lid=LSTWMNFGU8VPXNRCU6HTJZRKS&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_135&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNFGU8VPXNRCU6H.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/ktuewsw0/washing-machine-new/y/4/n/elena-zxs-ifb-original-imag73cfdhgfyqen.jpeg?q=70","IFB 6.5 kg 5 Star 3D Wash Technology, Gentle Wash, In-built heater Fully Automatic Front Load with In-...","IFB","6.5","Fully Automatic Front Load","4.3","1,955","187","₹30,990","14%"
"www.flipkart.com/voltas-beko-7-kg-semi-automatic-top-load-white-grey/p/itm52cbc7359e5de?pid=WMNFWCT6VMEVVEGN&lid=LSTWMNFWCT6VMEVVEGNANWDBQ&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_136&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNFWCT6VMEVVEGN.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/kgv5x8w0/washing-machine-new/e/g/n/wtt70dgrt-voltas-beko-original-imafwzmaznpkryek.jpeg?q=70","Voltas Beko 7 kg Semi Automatic Top Load White, Grey","Voltas","7","Semi Automatic Top Load","4","8","3","₹10,619","33%"
"www.flipkart.com/bosch-6-5-kg-fully-automatic-top-load-white-grey/p/itmde0c65b1c654c?pid=WMNFZKEA8WMW3MB2&lid=LSTWMNFZKEA8WMW3MB2E7UVOX&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_137&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNFZKEA8WMW3MB2.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/kmns7m80/washing-machine-new/r/t/w/6-5-woe654w1in-bosch-original-imagfgg36rpyzhxx.jpeg?q=70","BOSCH 6.5 kg Fully Automatic Top Load White, Grey","BOSCH","6.5","Fully Automatic Top Load","4.4","2,351","264","₹17,490","13%"
"www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD&lid=LSTWMNFZPE8KTHRTHMD12ORKM&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_138&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNFZPE8KTHRTHMD.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/k6l2vm80/washing-machine-new/h/m/d/ws-edgepro-900-es-lisp-godrej-original-imafpygn3e6cd4pf.jpeg?q=70","Godrej 9 kg Semi Automatic Top Load White, Purple","Godrej","9","Semi Automatic Top Load","4.3","219","28","₹13,990","19%"
"www.flipkart.com/motorola-6-kg-5-star-fully-automatic-top-load-grey/p/itm4bb21631f74be?pid=WMNFT3CSPZKJQN2N&lid=LSTWMNFT3CSPZKJQN2N6APSXF&marketplace=FLIPKART&store=j9e%2Fabm%2F8qx&srno=b_6_139&otracker=hp_rich_navigation_1_1.navigationCard.RICH_NAVIGATION_Appliances~Washing%2BMachines~All_MWW5PQN4XAEH&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=1ddfa892-a000-42d7-8204-2433f5d7f51b.WMNFT3CSPZKJQN2N.SEARCH&ppt=None&ppn=None&ssid=6g9l9q7qhs0000001639142953631","https://rukminim1.flixcart.com/image/312/312/kgl5ua80/washing-machine-new/n/2/n/60tlcm5dg-motorola-original-imafwse6s7g3ekwu.jpeg?q=70","MOTOROLA 6 kg 5 Star Fully Automatic Top Load Grey","MOTOROLA","6","Fully Automatic Top Load","4.2","3,253","496","₹13,990","20%"
