"URL","Image","Name","Brand","Capacity","Star","Rating","Review","Price","Discount"
"www.flipkart.com/bajaj-10-l-storage-water-geyser-popular-plus-l-white/p/itm037ec21aaf4eb?pid=WGYFK7EW3ZNGCQHX&lid=LSTWGYFK7EW3ZNGCQHXRV4Z1H&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_31&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYFK7EW3ZNGCQHX.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/k0plpjk0/water-geyser/q/h/x/popular-plus-2000-bajaj-10-original-imafkg8cthvkshut.jpeg?q=70","BAJAJ 10 L Storage Water Geyser (Popular Plus 10 L, White)","BAJAJ","10","4.2","2,009","220","₹6,399","13%"
"www.flipkart.com/havells-25-l-storage-water-geyser-instanio-prime-white-blue/p/itme4a43c1bfeecd?pid=WGYFT4CAWWFBSH4X&lid=LSTWGYFT4CAWWFBSH4XUJPHVW&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_32&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYFT4CAWWFBSH4X.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/kddf6a80/water-geyser/m/3/t/instanio-prime-3000-havells-15-original-imafua9vrycxcg4h.jpeg?q=70","HAVELLS 25 L Storage Water Geyser (Instanio Prime, White & Blue)","HAVELLS","25","4.2","4,864","481","₹15,450","NULL"
"www.flipkart.com/orient-electric-15-l-storage-water-geyser-cronos-white/p/itm44269d23dc223?pid=WGYFTC9ZGJJ4VZHG&lid=LSTWGYFTC9ZGJJ4VZHGRKN4JV&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_33&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYFTC9ZGJJ4VZHG.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/kwcfngw0/water-geyser/u/h/y/-original-imag9f9sz4ezvy3f.jpeg?q=70","Orient Electric 15 L Storage Water Geyser (Cronos, White)","Orient","15","4.2","7,992","835","₹5,599","19%"
"www.flipkart.com/havells-3-l-instant-water-geyser-instanio-3l-white-blue-white-blue/p/itm84118736acf48?pid=WGYFHKG8BFFKZYJE&lid=LSTWGYFHKG8BFFKZYJEZOJSEQ&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_34&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYFHKG8BFFKZYJE.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/jx0prbk0/water-geyser/y/j/e/instanio-3l-white-blue-havells-3-original-imafhkhntmh3d6bh.jpeg?q=70","HAVELLS 3 L Instant Water Geyser (Instanio 3L White Blue, white,blue)","HAVELLS","3","4.3","7,782","947","₹3,779","27%"
"www.flipkart.com/orient-electric-10-l-storage-water-geyser-aqua-spring-white/p/itmf0e24bb5c509b?pid=WGYF8T3WW78NVX4H&lid=LSTWGYF8T3WW78NVX4HRARITP&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_35&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYF8T3WW78NVX4H.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/ko382a80/water-geyser/n/e/w/2018-auaspring-2000-orient-electric-10-original-imag2m6mz6fsxhqc.jpeg?q=70","Orient Electric 10 L Storage Water Geyser (Aqua Spring, White)","Orient","10","4.1","325","40","₹4,995","24%"
"www.flipkart.com/havells-25-l-storage-water-geyser-monza-ec-ivory/p/itmaaaf8207633be?pid=WGYECSWQWSQR8DXH&lid=LSTWGYECSWQWSQR8DXHW64JSD&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_36&otracker=browse&fm=organic&iid=en_lZFDoTx4TygnMu1MTXktiAiFX1efx%2BipWj2zY3UfqgJpcuFDhco7A5aIqKe3iBF6Dfis5HkSbVNvst6oOGGtsA%3D%3D&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/knoxnrk0/water-geyser/q/i/y/monza-ec-havells-original-imag2axzcgfk8yuc.jpeg?q=70","HAVELLS 25 L Storage Water Geyser (Monza EC, Ivory)","HAVELLS","25","4.3","2,462","320","₹9,799","2%"
"www.flipkart.com/crompton-3-l-instant-water-geyser-rapid-jet-white/p/itm487ea1a4a4cc5?pid=WGYFJEFXA9MB7ZZX&lid=LSTWGYFJEFXA9MB7ZZXEEGOFD&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_37&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYFJEFXA9MB7ZZX.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/jzd0qkw0/water-geyser/z/z/x/aiwh-3lrpidjt3kw5y-rapid-jet-3000-crompton-3-original-imafje4gwb59pabb.jpeg?q=70","CROMPTON 3 L Instant Water Geyser (Rapid Jet, White)","CROMPTON","3","4.1","6,720","809","₹2,719","32%"
"www.flipkart.com/candes-15-l-storage-water-geyser-15metal-ivory/p/itm4dd0c4fccbd50?pid=WGYFYCV5FZ3UPAMF&lid=LSTWGYFYCV5FZ3UPAMFP5QBJN&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_38&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYFYCV5FZ3UPAMF.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/kkmwr680/water-geyser/u/r/j/2021-15perfecto-2000-candes-15-original-imafzxsnev743vf6.jpeg?q=70","Candes 15 L Storage Water Geyser (15METAL, Ivory)","Candes","15","4.2","3,585","556","₹3,999","49%"
"www.flipkart.com/v-guard-25-l-storage-water-geyser-victo-litre-5-star-white/p/itmcb14ab3bdce9a?pid=WGYG2XGWK4AWBVA2&lid=LSTWGYG2XGWK4AWBVA2BZCMQL&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_39&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYG2XGWK4AWBVA2.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/krdtlzk0/water-geyser/1/q/3/victo-10-litre-5-star-v-guard-original-imag56rs3hzryfgw.jpeg?q=70","V-Guard 25 L Storage Water Geyser (Victo 25 Litre, 5 Star, White)","V-Guard","25","4.4","1,874","239","₹7,824","26%"
"www.flipkart.com/ao-smith-15-l-storage-water-geyser-sgs-green-015-white/p/itm93802e4de5099?pid=WGYFJE9S4HRH7Q7J&lid=LSTWGYFJE9S4HRH7Q7JTNEHL2&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_40&otracker=browse&fm=organic&iid=en_lZFDoTx4TygnMu1MTXktiAiFX1efx%2BipWj2zY3UfqgJZ0DyYfvi0k3t9e0QW1oBN16JPXXgelv0KNgA%2F5eGpPg%3D%3D&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/k0r15e80/water-geyser/q/7/j/sgs-green-series-015-storage-vertical-water-heater-2000-ao-smith-original-imafkf66ckgz3zyy.jpeg?q=70","Ao Smith 15 L Storage Water Geyser (SGS-GREEN-015, White)","Ao","15","4.2","390","53","₹11,099","16%"
"www.flipkart.com/activa-3-l-instant-water-geyser-hotmak-ivory/p/itm4924fcf9d1bb0?pid=WGYEBMFM5BHNBGFE&lid=LSTWGYEBMFM5BHNBGFEBIIXSQ&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_41&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYEBMFM5BHNBGFE.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/kh9gbrk0/water-geyser/g/f/e/hotmak-3000-activa-3-original-imafxbnuf9vkryxf.jpeg?q=70","Activa 3 L Instant Water Geyser (Hotmak, Ivory)","Activa","3","4","417","119","₹1,999","47%"
"www.flipkart.com/hindware-25-l-storage-water-geyser-immedio-white/p/itmaf28549806d79?pid=WGYG5BCPFKJCWHVD&lid=LSTWGYG5BCPFKJCWHVDUUZUDN&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_42&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYG5BCPFKJCWHVD.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/ksru0sw0/water-geyser/f/z/m/immedio-hindware-original-imag69kgp8yg7jgf.jpeg?q=70","Hindware 25 L Storage Water Geyser (Immedio, White)","Hindware","25","4.1","1,137","83","₹6,499","45%"
"www.flipkart.com/flipkart-smartbuy-10-l-storage-water-geyser-accessories-pristine-plus-ivory/p/itm29e1fbfd26960?pid=WGYFVGHSYZRYTBHG&lid=LSTWGYFVGHSYZRYTBHGIYBCUF&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_43&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYFVGHSYZRYTBHG.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/kex5ci80/water-geyser/b/h/g/pristine-plus-2000-flipkart-smartbuy-10-original-imafvh4byhxhygya.jpeg?q=70","Flipkart SmartBuy 10 L Storage Water Geyser with Accessories (Pristine Plus, Ivory)","Flipkart","10","4","1,210","183","₹3,899","44%"
"www.flipkart.com/havells-5-l-instant-water-geyser-carlo-white/p/itmaf27f773198f7?pid=WGYG6E7FZ9WPV6MM&lid=LSTWGYG6E7FZ9WPV6MMASJEKF&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_44&otracker=browse&fm=organic&iid=en_lZFDoTx4TygnMu1MTXktiAiFX1efx%2BipWj2zY3UfqgKSGX5muG4XsE7lrgCW0ouHimhXWq8iFCiKPgWxLBTGKw%3D%3D&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/water-geyser/p/s/h/2021-carlo-3000-havells-5-original-imag6h82ryeu4tvk.jpeg?q=70","HAVELLS 5 L Instant Water Geyser (Carlo, White)","HAVELLS","5","4.2","2,411","179","₹4,999","47%"
"www.flipkart.com/maxotech-7-l-gas-water-geyser-raze-eco-smart-lpg-digital-temperature-meter-white/p/itmb548856fac6af?pid=WGYG84CX5GAC6MZY&lid=LSTWGYG84CX5GAC6MZYRPD8TX&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_45&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYG84CX5GAC6MZY.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/kv5kfww0/water-geyser/r/s/t/2020-raze-eco-smart-lpg-gas-geyser-with-digital-temperature-original-imag84cvbdwwu83v.jpeg?q=70","Maxotech 7 L Gas Water Geyser (Raze Eco Smart LPG Gas geyser with Digital Temperature Meter, White)","Maxotech","7","4.8","31","18","₹4,199","39%"
"www.flipkart.com/havells-3-l-instant-water-geyser-instanio-3l-white-blue-white-blue/p/itmc5a830dfc4d9e?pid=WGYEM9RRCRNUCGBS&lid=LSTWGYEM9RRCRNUCGBSDBLZFO&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_46&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYEM9RRCRNUCGBS.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/kddf6a80/water-geyser/g/b/s/instanio-3l-white-blue-3000-havells-3-original-imafua9vrmuxfubr.jpeg?q=70","HAVELLS 3 L Instant Water Geyser (Instanio 3L White Blue, White, Blue)","HAVELLS","3","4.3","7,782","947","₹3,689","29%"
"www.flipkart.com/havells-10-l-storage-water-geyser-instanio-white-mustard/p/itm0370626a04427?pid=WGYFT4CAEQH3QZPD&lid=LSTWGYFT4CAEQH3QZPDVJ8AFJ&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_47&otracker=browse&fm=organic&iid=92e4de89-4476-4925-988f-30ab39c30b70.WGYFT4CAEQH3QZPD.SEARCH&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/kddf6a80/water-geyser/h/y/x/instanio-3000-havells-3-original-imafua9vzgwcumjv.jpeg?q=70","HAVELLS 10 L Storage Water Geyser (Instanio, White & Mustard)","HAVELLS","10","4.3","8,300","877","₹6,999","35%"
"www.flipkart.com/ao-smith-10-l-storage-water-geyser-sgs-green-series-sgs-green-010-white/p/itmd18243cccb3ed?pid=WGYFQ2CEGFSJMRF3&lid=LSTWGYFQ2CEGFSJMRF3ZO8F1O&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_2_48&otracker=browse&fm=organic&iid=en_lZFDoTx4TygnMu1MTXktiAiFX1efx%2BipWj2zY3UfqgKavLhkDDL8e%2BBpxCCUVK3gvjkj2ZgedFuPJzgdD7eXvw%3D%3D&ppt=None&ppn=None&ssid=ouks35gjao0000001639414521136","https://rukminim1.flixcart.com/image/312/312/k9d3p8w0/water-geyser/r/f/3/sgs-green-series-010-white-3000-ao-smith-10-original-imafr6ymgvqzgnrh.jpeg?q=70","Ao Smith 10 L Storage Water Geyser (SGS-GREEN SERIES/SGS-GREEN-010, White)","Ao","10","4.1","365","52","₹8,499","15%"
"www.flipkart.com/bajya-1-l-instant-water-geyser-1-portable-geyser-instant-hot-compact-light-weight-shock-proof-rust-proof-can-used-bathroom-kitchen-beauty-parlor-hand-wash-factory-hospitals-health-club-etc-multicolor-black/p/itm2ed1a8e54e384?pid=WGYG6TEC3FD8UPYH&lid=LSTWGYG6TEC3FD8UPYHONIBEJ&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_49&otracker=browse&fm=organic&iid=a7ecfdf4-2ed9-44a3-9bba-01d88e412980.WGYG6TEC3FD8UPYH.SEARCH&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/kthjy4w0/water-geyser/w/l/a/2015-1-l-instant-water-geyser-1-l-instant-portable-water-geyser-original-imag6techayywzgh.jpeg?q=70","Bajya 1 L Instant Water Geyser (1 L Instant Water Geyser (1 L Instant Portable Water Geyser||Instant H...","Bajya","1","4","59","6","₹999","61%"
"www.flipkart.com/v-guard-10-l-storage-water-geyser-victo-litre-5-star-white/p/itmd81f02b5d287e?pid=WGYG2XGVFKQJBMGJ&lid=LSTWGYG2XGVFKQJBMGJSWD3MK&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_50&otracker=browse&fm=organic&iid=a7ecfdf4-2ed9-44a3-9bba-01d88e412980.WGYG2XGVFKQJBMGJ.SEARCH&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/krdtlzk0/water-geyser/1/q/3/victo-10-litre-5-star-v-guard-original-imag56rs3hzryfgw.jpeg?q=70","V-Guard 10 L Storage Water Geyser (Victo 10 Litre, 5 Star, White)","V-Guard","10","4.3","3,017","402","₹6,692","24%"
"www.flipkart.com/crompton-15-l-storage-water-geyser-solarium-qube-white-black/p/itm63d9ef624cdee?pid=WGYFJE86N4FMNGKY&lid=LSTWGYFJE86N4FMNGKYRQ64CI&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_51&otracker=browse&fm=organic&iid=a7ecfdf4-2ed9-44a3-9bba-01d88e412980.WGYFJE86N4FMNGKY.SEARCH&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/ksru0sw0/water-geyser/8/z/h/aswh-2415-solarium-qube-crompton-original-imag69j6qm9qzgy6.jpeg?q=70","CROMPTON 15 L Storage Water Geyser (Solarium Qube, White, Black)","CROMPTON","15","4.1","579","58","₹7,989","33%"
"www.flipkart.com/ao-smith-3-l-instant-water-geyser-ews-3-white/p/itmd19b6c944f787?pid=WGYEV3W3B7JFHFYM&lid=LSTWGYEV3W3B7JFHFYMEQNF4Y&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_52&otracker=browse&fm=organic&iid=en_gVYVXmeOacEkso6AQ%2BTcl%2BDN0aljCKNjE2TqLrBNB%2BQ5oz7ZOzC%2F09B7X1Sg49Eyq22%2BBVyvBtHV%2BdKXVM9Dig%3D%3D&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/krce64w0/water-geyser/1/y/i/ews-3-ao-smith-original-imag55zvsnejwany.jpeg?q=70","Ao Smith 3 L Instant Water Geyser (EWS 3, White)","Ao","3","4","2,129","321","₹3,590","20%"
"www.flipkart.com/activa-25-l-storage-water-geyser-act-25-ltr-ivory/p/itm7128dee934a0c?pid=WGYFY338YGAWFUK3&lid=LSTWGYFY338YGAWFUK3UJVOR0&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_53&otracker=browse&fm=organic&iid=a7ecfdf4-2ed9-44a3-9bba-01d88e412980.WGYFY338YGAWFUK3.SEARCH&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/kr6oeq80/water-geyser/r/r/a/amazon-5-star-activa-original-imag5fyhhztstgrt.jpeg?q=70","Activa 25 L Storage Water Geyser (ACT_25_LTR, IVORY)","Activa","25","4.4","542","285","₹4,299","42%"
"www.flipkart.com/crompton-25-l-instant-water-geyser-cromptonamica2025ltrsgyeser-white/p/itm76b57cfafdb70?pid=WGYG4G4NZNSDHTBN&lid=LSTWGYG4G4NZNSDHTBNHTARIO&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_54&otracker=browse&fm=organic&iid=a7ecfdf4-2ed9-44a3-9bba-01d88e412980.WGYG4G4NZNSDHTBN.SEARCH&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/khp664w0-0/water-geyser/s/r/3/water-geyser-05-2000-crompton-25-original-imafxnmy7c3mhxxb.jpeg?q=70","CROMPTON 25 L Instant Water Geyser (CromptonAmica2025LtrsGyeser, White)","CROMPTON","25","4","20","0","₹7,700","41%"
"www.flipkart.com/yalli-sun-1-5-l-instant-water-geyser-vss-red/p/itmfa32e4e4a424d?pid=WGYFE7GPHTAX5FKD&lid=LSTWGYFE7GPHTAX5FKDOLY4ZL&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_55&otracker=browse&fm=organic&iid=a7ecfdf4-2ed9-44a3-9bba-01d88e412980.WGYFE7GPHTAX5FKD.SEARCH&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/jsoyrgw0/water-geyser/f/k/d/vss-yalli-sun-1-5-original-imafe7e9b5qsf2zv.jpeg?q=70","Yalli sun 1.5 L Instant Water Geyser (VSS, Red)","Yalli","1.5","3.9","274","41","₹1,650","32%"
"www.flipkart.com/candes-15-l-storage-water-geyser-15metal-ivory/p/itm4dd0c4fccbd50?pid=WGYFYCV5FZ3UPAMF&lid=LSTWGYFYCV5FZ3UPAMFP5QBJN&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_56&otracker=browse&fm=organic&iid=en_gVYVXmeOacEkso6AQ%2BTcl%2BDN0aljCKNjE2TqLrBNB%2BQ%2BthA2DipK6wHIIoWo6z1DxlMS4ZcH%2BeXCm4lvFZYfsQ%3D%3D&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/kkmwr680/water-geyser/u/r/j/2021-15perfecto-2000-candes-15-original-imafzxsnev743vf6.jpeg?q=70","Candes 15 L Storage Water Geyser (15METAL, Ivory)","Candes","15","4.2","3,585","556","₹3,999","49%"
"www.flipkart.com/venus-15-l-storage-water-geyser-mega-plus-15ev-ivory/p/itm37c8826ef3cf8?pid=WGYEEMF2DSPBCGY5&lid=LSTWGYEEMF2DSPBCGY5EC7GZV&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_57&otracker=browse&fm=organic&iid=a7ecfdf4-2ed9-44a3-9bba-01d88e412980.WGYEEMF2DSPBCGY5.SEARCH&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/k2z1t3k0/water-geyser/4/j/h/megaplus-25ev-25-litre-storage-water-heater-2000-venus-25-original-imafm7chpbfkuh68.jpeg?q=70","Venus 15 L Storage Water Geyser (Mega plus 15EV, ivory)","Venus","15","4.3","2,681","345","₹6,635","27%"
"www.flipkart.com/havells-15-l-storage-water-geyser-instanio-prime-white-mustard/p/itmdccf247d84b3e?pid=WGYFT4CAEBNGZHUH&lid=LSTWGYFT4CAEBNGZHUHFHXEZK&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_58&otracker=browse&fm=organic&iid=a7ecfdf4-2ed9-44a3-9bba-01d88e412980.WGYFT4CAEBNGZHUH.SEARCH&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/kddf6a80/water-geyser/h/u/h/instanio-prime-3000-havells-15-original-imafua9vdpvxxbvp.jpeg?q=70","HAVELLS 15 L Storage Water Geyser (Instanio Prime, White & Mustard)","HAVELLS","15","4.2","4,864","481","₹7,699","37%"
"www.flipkart.com/kenstar-3-l-instant-water-geyser-kgtjan03np8v3k-dse-royal-green/p/itm14ae74b8089ab?pid=WGYFTZ77VSP5PDXS&lid=LSTWGYFTZ77VSP5PDXS6KP41R&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_59&otracker=browse&fm=organic&iid=a7ecfdf4-2ed9-44a3-9bba-01d88e412980.WGYFTZ77VSP5PDXS.SEARCH&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/kcuug7k0/water-geyser/d/x/s/kgtjan03np8v3k-dse-3000-kenstar-india-3-original-imaftvmq9taavzmr.jpeg?q=70","Kenstar 3 L Instant Water Geyser (KGTJAN03NP8V3K-DSE, Royal Green)","Kenstar","3","4.2","1,359","172","₹2,499","43%"
"www.flipkart.com/havells-15-l-storage-water-geyser-instanio-prime-white-blue/p/itmb5de30a69102d?pid=WGYFT4CA5QDRVM3T&lid=LSTWGYFT4CA5QDRVM3TFA8X4B&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_60&otracker=browse&fm=organic&iid=en_gVYVXmeOacEkso6AQ%2BTcl%2BDN0aljCKNjE2TqLrBNB%2BSChrE%2BdN33PrTuSEriYrN9bSqLi4kAvBIaGysqVFS%2Fuw%3D%3D&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/kddf6a80/water-geyser/m/3/t/instanio-prime-3000-havells-15-original-imafua9vrycxcg4h.jpeg?q=70","HAVELLS 15 L Storage Water Geyser (Instanio Prime, White & Blue)","HAVELLS","15","4.2","4,864","481","₹7,699","37%"
"www.flipkart.com/crompton-3-l-instant-water-geyser-aiwh-3lrpidjt3kw5y-rapid-jet-white/p/itm10390c1520cb1?pid=WGYFTTZ8HQZWU4Q2&lid=LSTWGYFTTZ8HQZWU4Q2MEBNXI&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_61&otracker=browse&fm=organic&iid=a7ecfdf4-2ed9-44a3-9bba-01d88e412980.WGYFTTZ8HQZWU4Q2.SEARCH&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/kcrzki80/water-geyser/4/q/2/aiwh-3lrpidjt3kw5y-rapidjet-3000-crompton-3-original-imaftttgqwagasz7.jpeg?q=70","CROMPTON 3 L Instant Water Geyser (AIWH-3LRPIDJT3KW5Y Rapid Jet, White)","CROMPTON","3","4","168","21","₹2,645","37%"
"www.flipkart.com/haier-15-l-storage-water-geyser-es15h-e1-white/p/itmabac3da5c96d2?pid=WGYEY3UXKMHD9ZYV&lid=LSTWGYEY3UXKMHD9ZYVLF6X3F&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_62&otracker=browse&fm=organic&iid=a7ecfdf4-2ed9-44a3-9bba-01d88e412980.WGYEY3UXKMHD9ZYV.SEARCH&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/j80icnk0/water-geyser/h/q/m/es25h-e1-h-haier-25-original-imaey3qehtf6btfd.jpeg?q=70","Haier 15 L Storage Water Geyser (ES15H-E1, White)","Haier","15","4.1","354","41","₹6,699","14%"
"www.flipkart.com/v-guard-15-l-storage-water-geyser-matteo-15-white/p/itm2d3f7c0492ec4?pid=WGYFVD8XZUZQUSH2&lid=LSTWGYFVD8XZUZQUSH2QMEZL2&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_63&otracker=browse&fm=organic&iid=a7ecfdf4-2ed9-44a3-9bba-01d88e412980.WGYFVD8XZUZQUSH2.SEARCH&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/kerfl3k0/water-geyser/s/h/2/matteo-15-2000-v-guard-15-original-imafvdfvcsphrukz.jpeg?q=70","V-Guard 15 L Storage Water Geyser (Matteo 15, White)","V-Guard","15","4.2","2,904","272","₹6,483","23%"
"www.flipkart.com/havells-25-l-storage-water-geyser-monza-ec-ivory/p/itmaaaf8207633be?pid=WGYECSWQWSQR8DXH&lid=LSTWGYECSWQWSQR8DXHW64JSD&marketplace=FLIPKART&store=j9e%2Fabm%2Fbfm&srno=b_3_64&otracker=browse&fm=organic&iid=en_gVYVXmeOacEkso6AQ%2BTcl%2BDN0aljCKNjE2TqLrBNB%2BTLUUmbCWyDPmjyPYciRMAbDfis5HkSbVNvst6oOGGtsA%3D%3D&ppt=None&ppn=None&ssid=mdyk6zpp3k0000001639414522219","https://rukminim1.flixcart.com/image/312/312/knoxnrk0/water-geyser/q/i/y/monza-ec-havells-original-imag2axzcgfk8yuc.jpeg?q=70","HAVELLS 25 L Storage Water Geyser (Monza EC, Ivory)","HAVELLS","25","4.3","2,462","320","₹9,799","2%"
